  0 805    0    0
 11 8054   59    0
 21 8054   59    0
 31 8036   59    0
 41 7947   59    0
 51 7945   59    0
 61 7959   59    0
 71 7688   59    0
 81 7680   59    0
 91 7725   59    4
101 7696   59   10
111 7676   59   18
121 7597   59   25
131 7530   59   33
141 7540   59   41
151 7584   59   49
161 7659   57   57
171 7662   57   66
181 7665   49   74
191 7704   49   84
201 7725   40   93
211 7701   32  102
221 7707   28  112
231 7721   19  121
241 7815   19  131
251 7833   19  140
261 7845  -99  149
271 7887  -99  157
281 7965  -99  164
291 7746  -99  171
301 7748  -99  178
311 7785  -99  184
321 7840  -99  190
331 7201  -99  193
341 7466  -99  195
351 7331  -99  195
361 7391  -99  195
371 7353  -99  186
381 7361  -99  171
391 7244  -99  156
401 6998  -99  139
411 7064  -99  121
421 7107  -99  103
431 7405  -99   83
441 7403  -99   61
451 7505  -99   38
461 7580  -99   16
471 7593  -99   -8
481 7606   79  -25
491 7593   79  -36
501 7523   79  -50
511 7512   79  -64
521 7561   79  -77
531 7614   79  -92
541 7549   79 -108
551 7502   79 -122
561 7399   79 -132
571 7421   72 -136
581 7481   22 -136
591 7524    9 -136
601 7542    9 -127
611 7270    9 -113
621 7315    9 -102
631 7302    9  -88
641 7917    9  -73
651 7920    9  -60
661 7960    9  -45
671 7964    9  -32
99999 0 0 0 
681 7964   10  -18
691 8002   10   -5
701 8004   10    6
711 8006   10   15
721 8004   10   20
731 8005   10   25
741 8004   10   28
751 8006   10   30
761 8006   10   31
771 8006   10   31
781 8006   59   34
791 8008   59   34
801 8004   59   34
811 7945   59   34
821 7885   59   34
831 7841   59   34
841 7815   59   34
851 7692   59   34
861 7682   59   36
871 7651   59   41
881 7626   59   46
891 7638   59   52
901 7583   59   59
911 7597   59   66
921 7608   59   73
931 7543   59   80
941 7577   59   88
951 7576   59   96
961 7608   55  105
971 7617   39  114
981 7628   20  124
991 7694   19  134
1001 7719   19  144
1011 7749   19  154
1021 7765    9  164
1031 7914    9  172
1041 7917    9  180
1051 7958    9  188
1061 7965    9  196
1071 7967    9  203
1081 8004    9  208
1091 8005    9  214
1101 8005    9  218
1111 8004    9  222
1121 8006    9  226
1131 8008    9  228
1141 8006    9  230
1151 8006    9  232
1161 8008    9  232
1171 8008    9  233
1181 8008    9  234
1191 8009  -99  234
1201 8043  -99  234
1211 8010  -99  234
1221 7940  -99  234
1231 7831  -99  234
1241 7798  -99  234
1251 7834  -99  234
1261 7913  -99  230
1271 7555  -99  224
1281 7569  -99  218
1291 7676  -99  210
1301 7673  -99  199
1311 7576  -99  185
1321 7539  -99  168
1331 7356  -99  149
1341 7417  -99  129
1351 7371  -99  109
1361 7388  -99   88
1371 7411  -99   66
1381 7489  -99   42
1391 7629  -99   18
1401 7625  -99   -6
1411 7659   79  -23
1421 7588   79  -33
1431 7536   79  -44
1441 7584   79  -52
1451 7429   79  -64
1461 7474   79  -76
1471 7286   79  -86
1481 7538   79  -94
1491 7434   55  -98
1501 7474   22  -98
1511 7521    9  -98
1521 7641    9  -90
1531 7532    9  -77
1541 7499    9  -67
1551 7515    9  -53
1561 7881    9  -40
1571 7955    9  -26
1581 7958    9  -12
1591 7960    9    2
1601 7998    9   14
99999 0 0 0 
1611 7999   10   24
1621 8002   10   34
1631 8001   10   40
1641 8004   10   45
1651 8002   10   48
1661 8004   10   50
1671 8004   10   51
1681 8004   10   51
1691 8004   10   51
1701 8004   10   51
1711 8004   59   51
1721 8005   59   51
1731 7921   59   51
1741 7875   59   51
1751 7851   59   51
1761 7820   59   51
1771 7609   59   51
1781 7633   59   51
1791 7635   59   51
1801 7642   59   52
1811 7581   59   59
1821 7605   59   66
1831 7592   59   73
1841 7536   59   80
1851 7543   59   88
1861 7543   59   96
1871 7611   55  105
1881 7611   38  114
1891 7620   20  124
1901 7663   19  134
1911 7712   19  144
1921 7705   19  154
1931 7760   18  164
1941 7767  -99  172
1951 7914  -99  180
1961 7813  -99  189
1971 7697  -99  196
1981 7713  -99  204
1991 7695  -99  210
2001 7746  -99  214
2011 7268  -99  216
2021 7475  -99  216
2031 7372  -99  216
2041 7433  -99  209
2051 7140  -99  196
2061 7184  -99  181
2071 7044  -99  164
2081 7042  -99  147
2091 7089  -99  129
2101 7219  -99  109
2111 7471  -99   88
2121 7464  -99   66
2131 7569  -99   44
2141 7582  -99   20
2151 7601  -99   -5
2161 7618   79  -24
2171 7639   79  -35
2181 7512   79  -48
2191 7526   79  -60
2201 7578   79  -72
2211 7630   79  -85
2221 7201   79  -98
2231 7481   79 -110
2241 7375   79 -118
2251 7408   55 -120
2261 7450    6 -120
2271 7525    9 -120
2281 7410    9 -108
2291 7248    9  -93
2301 7299    9  -80
2311 7642    9  -68
2321 7906    9  -53
2331 7912    9  -38
2341 7950    9  -24
2351 7955    9   -9
99999 0 0 0 
2361 7955   10    4
2371 7957   10   17
2381 7960   10   28
2391 7960   10   35
2401 7996   10   40
2411 7998   10   44
2421 7998   10   46
2431 7999   10   47
2441 7999   10   48
2451 7999   10   48
2461 7999   60   48
2471 7999   60   48
2481 7973   60   48
2491 7903   60   48
2501 7872   60   48
2511 7846   60   48
2521 7670   60   48
2531 7613   60   48
2541 7601   60   49
2551 7567   60   55
2561 7583   60   61
2571 7597   60   68
2581 7510   60   75
2591 7559   60   83
2601 7565   60   91
2611 7529   58   99
2621 7565   54  108
2631 7573   36  117
2641 7658   20  127
2651 7678   20  137
2661 7705   20  147
2671 7755   20  156
2681 7905   19  164
2691 7909 -100  172
2701 7949 -100  181
2711 7950 -100  188
2721 7735 -100  195
2731 7690 -100  202
2741 7730 -100  207
2751 7781 -100  211
2761 7325 -100  214
2771 7466 -100  214
2781 7343 -100  214
2791 7429 -100  214
2801 7319 -100  201
2811 7330 -100  187
2821 7034 -100  171
2831 7001 -100  154
2841 7061 -100  136
2851 7246 -100  117
2861 7405 -100   96
2871 7405 -100   75
2881 7541 -100   52
2891 7543 -100   28
2901 7556 -100    4
2911 7607   80  -19
2921 7610   80  -30
2931 7538   80  -42
2941 7504   80  -56
2951 7619   80  -66
2961 7673   80  -80
2971 7183   80  -94
2981 7404   80 -108
2991 7308   80 -118
3001 7456   73 -122
3011 7437   23 -122
3021 7485   10 -122
3031 7354   10 -116
3041 7259   10 -102
3051 7302   10  -92
3061 7822   10  -80
3071 7867   10  -66
3081 7873   10  -53
3091 7913   10  -40
3101 7950   10  -26
99999 0 0 0 
3111 7953   10  -12
3121 7954   10    0
3131 7957   10   11
3141 7957   10   20
3151 7958   10   26
3161 7995   10   31
3171 7995   10   34
3181 7994   10   36
3191 7998   10   37
3201 7995   10   38
3211 7995   60   38
3221 7996   60   39
3231 7996   60   39
3241 7939   60   39
3251 7889   60   39
3261 7862   60   39
3271 7826   60   39
3281 7654   60   39
3291 7640   60   39
3301 7636   60   41
3311 7602   60   47
3321 7609   60   53
3331 7554   60   60
3341 7578   60   67
3351 7594   60   74
3361 7532   60   82
3371 7498   60   90
3381 7495   58   98
3391 7563   53  107
3401 7570   35  117
3411 7577   20  127
3421 7684   20  137
3431 7675   20  148
3441 7705 -100  158
3451 7754 -100  168
3461 7868 -100  176
3471 7781 -100  184
3481 7698 -100  192
3491 7701 -100  200
3501 7749 -100  207
3511 7163 -100  212
3521 7380 -100  216
3531 7291 -100  216
3541 7417 -100  216
3551 7369 -100  213
3561 7349 -100  200
3571 7049 -100  186
3581 6908 -100  170
3591 6978 -100  152
3601 7072 -100  134
3611 7248 -100  115
3621 7257 -100   95
3631 7464 -100   73
3641 7531 -100   50
3651 7539 -100   27
3661 7553 -100    3
3671 7570   80  -20
3681 7574   80  -31
3691 7515   80  -44
3701 7504   80  -56
3711 7554   80  -68
3721 7360   80  -81
3731 7224   80  -94
3741 7208   80 -106
3751 7420   80 -115
3761 7442   64 -118
3771 7403   14 -118
3781 7367   10 -118
3791 7196   10 -108
3801 7339   10  -94
3811 7307   10  -81
3821 7485   10  -69
3831 7504   10  -54
3841 7905   10  -40
3851 7908   10  -25
3861 7912   10  -10
99999 0 0 0 
3871 7949   10    4
3881 7950   10   16
3891 7950   10   27
3901 7988   10   35
3911 7951   10   41
3921 7954   10   45
3931 7954   10   48
3941 7955   10   50
3951 7955   10   51
3961 7992   10   52
  0 800    0    1
 10 8006   59    1
 20 7962   59    1
 30 7900   59    1
 40 7900   59    1
 50 7903   59    2
 60 7927   59    1
 70 7693   59    1
 80 7668   59    6
 90 7674   59   13
100 7561   59   20
110 7580   59   28
120 7604   59   36
130 7547   59   44
140 7550   59   52
150 7543   57   60
160 7644   57   69
170 7644   49   78
180 7615   40   88
190 7679   32   97
200 7700   29  107
210 7726   19  116
220 7778   19  126
230 7784   19  135
240 7899   19  144
250 7912   19  152
260 7913   19  159
270 7916   19  167
280 7953  -99  175
290 7862  -99  181
300 7705  -99  184
310 7708  -99  190
320 7751  -99  194
330 7131  -99  197
340 7343  -99  199
350 7299  -99  199
360 7456  -99  199
370 7465  -99  198
380 7428  -99  186
390 7265  -99  171
400 7147  -99  155
410 7224  -99  137
420 7102  -99  120
430 7217  -99  100
440 7229  -99   80
