  0 798  120   -1
 10 798  120   -1
 20 764  120   -1
 30 739  120   -1
 40 741  120   -1
 50 743  120   -1
 60 732  120   -1
 70 714  120    7
 80 696  120   17
 90 691  120   29
100 699  120   41
110 711  120   51
120 721   30   64
130 724   30   76
140 723   30   90
151 753   30  105
162 769   30  121
173 777 -120  136
184 741 -120  149
195 718 -120  163
205 726 -120  176
215 740 -120  187
226 731 -120  196
236 700 -120  199
247 682 -120  199
258 675 -120  196
268 673 -120  181
279 683 -120  165
290 704 -120  146
301 725 -120  127
311 739 -120  108
323 746 -120   84
334 746 -120   60
344 746 -120   37
355 748 -120   11
367 752   80  -16
378 740   80  -29
388 712   80  -41
398 721   80  -52
408 736   80  -64
419 751   80  -78
430 754   80  -91
440 731   80  -99
450 706   56 -101
461 693    6 -101
472 731   10 -101
482 760   10  -91
492 775   10  -79
502 781   10  -69
512 786   10  -56
523 788   10  -43
533 789   10  -31
544 790   10  -18
554 791   10   -5
99999 0 0 0 
  0 797  120   -1
 10 797  120   -1
 20 773  120   -1
 32 739  120   -1
 42 743  120   -1
 52 753  120   -1
 62 752  120   -1
 73 728  120    5
 83 700  120   16
 94 690  120   28
105 697  120   41
115 711  120   53
125 722   30   65
135 726   30   78
146 738   30   93
156 762   30  109
168 774   30  125
179 780 -120  138
189 782 -120  152
199 768 -120  165
209 718 -120  179
220 720 -120  191
230 733 -120  200
242 734 -120  210
253 705 -120  213
263 686 -120  213
273 677 -120  213
284 674 -120  201
294 679 -120  186
304 694 -120  170
315 715 -120  151
326 732 -120  132
336 742 -120  111
347 746 -120   89
358 746 -120   65
369 746 -120   40
379 750 -120   13
389 754 -120  -11
400 757   80  -25
410 748   80  -39
420 721   80  -55
431 724   80  -69
441 738   80  -84
452 752   80 -101
463 750   80 -117
473 723   80 -127
483 700   73 -131
493 688   23 -132
504 698    0 -131
514 747   10 -122
524 767   10 -110
534 778   10  -99
545 783   10  -85
555 786   10  -71
566 788   10  -58
576 789   10  -45
587 790   10  -32
597 790   10  -20
99999 0 0 0 
  0 797  120    0
 10 797  120    0
 20 747  120    0
 30 739  120    0
 40 746  120    0
 50 745  120    0
 60 725  120    3
 70 704  120   12
 80 692  120   23
 90 695  120   34
100 708  120   47
110 718  120   58
120 723   30   71
131 723   30   86
141 740   30  100
151 762   30  115
162 773 -120  130
172 779 -120  143
182 781 -120  157
192 775 -120  170
203 721 -120  184
213 720 -120  197
223 733 -120  205
233 738 -120  215
245 707 -120  220
256 686 -120  220
267 676 -120  220
277 673 -120  209
288 678 -120  193
298 695 -120  177
308 714 -120  160
318 731 -120  140
328 741 -120  121
338 745 -120  101
350 745 -120   75
361 746 -120   49
371 748 -120   25
381 753 -120   -2
392 757   80  -20
402 753   80  -32
412 726   80  -45
422 723   80  -60
433 737   80  -74
443 751   80  -88
455 756   80 -105
466 728   80 -117
476 703   80 -122
486 690   31 -122
497 686   10 -122
508 736   10 -113
519 760   10  -99
530 775   10  -86
541 782   10  -71
551 786   10  -57
562 787   10  -43
572 788   10  -28
583 789   10  -14
99999 0 0 0 
